   1.3291667e+02	   0.0000000e+00	   4.1914613e+00	   1.2198193e+00	
   1.3295833e+02	   0.0000000e+00	   4.6574773e+00	   1.2192351e+00	
   1.3300000e+02	   0.0000000e+00	   5.0121369e+00	   1.2186493e+00	
   1.3304167e+02	   0.0000000e+00	   6.3212868e+00	   1.2180420e+00	
   1.3308333e+02	   0.0000000e+00	   6.7611065e+00	   1.2174315e+00	
   1.3312500e+02	   0.0000000e+00	   6.7615599e+00	   1.2168270e+00	
   1.3316667e+02	   0.0000000e+00	   7.2142786e+00	   1.2162191e+00	
   1.3320833e+02	   0.0000000e+00	   7.4845100e+00	   1.2156117e+00	
   1.3325000e+02	   0.0000000e+00	   7.3682404e+00	   1.2150126e+00	
   1.3329167e+02	   0.0000000e+00	   6.6501569e+00	   1.2144342e+00	
   1.3333333e+02	   0.0000000e+00	   5.4117318e+00	   1.2138866e+00	
   1.3337500e+02	   0.0000000e+00	   5.3441227e+00	   1.2133459e+00	
   1.3341667e+02	   0.0000000e+00	   3.9216668e+00	   1.2128393e+00	
   1.3345833e+02	   0.0000000e+00	   1.7020327e+00	   1.2123826e+00	
   1.3350000e+02	   0.0000000e+00	   7.7000556e-01	   1.2119492e+00	
   1.3354167e+02	   0.0000000e+00	   5.4688441e-01	   1.2115247e+00	
   1.3358333e+02	   0.0000000e+00	   1.1037601e+00	   1.2110932e+00	
   1.3362500e+02	   0.0000000e+00	   1.3524022e+00	   1.2106611e+00	
   1.3366667e+02	   0.0000000e+00	   1.8764734e+00	   1.2102227e+00	
   1.3370833e+02	   0.0000000e+00	   2.3872023e+00	   1.2097785e+00	
   1.3375000e+02	   0.0000000e+00	   2.7872578e+00	   1.2093308e+00	
   1.3379167e+02	   0.0000000e+00	   3.9809244e+00	   1.2088638e+00	
   1.3383333e+02	   0.0000000e+00	   3.8337299e+00	   1.2084043e+00	
   1.3387500e+02	   0.0000000e+00	   5.7891374e+00	   1.2079108e+00	
   1.3391667e+02	   0.0000000e+00	   6.4665277e+00	   1.2074088e+00	
   1.3395833e+02	   0.0000000e+00	   5.6509882e+00	   1.2069279e+00	
   1.3400000e+02	   0.0000000e+00	   8.2796461e+00	   1.2064002e+00	
   1.3404167e+02	   0.0000000e+00	   8.3202921e+00	   1.2058770e+00	
   1.3408333e+02	   0.0000000e+00	   8.1584693e+00	   1.2053622e+00	
   1.3412500e+02	   0.0000000e+00	   6.7988166e+00	   1.2048792e+00	
   1.3416667e+02	   0.0000000e+00	   9.2368362e+00	   1.2043537e+00	
   1.3420833e+02	   0.0000000e+00	   7.1388080e+00	   1.2038742e+00	
   1.3425000e+02	   0.0000000e+00	   7.9175115e+00	   1.2033845e+00	
   1.3429167e+02	   0.0000000e+00	   8.3199399e+00	   1.2028920e+00	
   1.3433333e+02	   0.0000000e+00	   8.0775386e+00	   1.2024092e+00	
   1.3437500e+02	   0.0000000e+00	   6.7615599e+00	   1.2019567e+00	
   1.3441667e+02	   0.0000000e+00	   4.4685291e+00	   1.2015529e+00	
   1.3445833e+02	   0.0000000e+00	   3.2659467e+00	   1.2011764e+00	
